Source.Name,Parcel ID,Address,Sale Date,Sale Price,Qualified Sales,Book,Page,Acres,Tax District,yearbuilt,square_ft ,Sec/Twp/Rng,Sale  Type Alternate
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,17-4N-25-0000-0002-0040,BEAVER CREEK TOWER RD,1/21/2022,84200,Qualified,3601,1747,12,1,,,17-4N-25,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,21-3N-23-1670-0017-0140,811 EDNEY AVE E,1/21/2022,121000,Qualified,3601,1418,0.39,1,1963,1316,21-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,32-3N-25-0000-0028-0040,4676 HARDY ADAMS RD,1/21/2022,35000,Qualified,3602,3558,4.79,1,1955,1461,32-3N-25,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-2770-0000-0480,4668 HONOR GUARD WAY,1/21/2022,330000,Qualified,3600,2712,0,1,2022,1830,33-3N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,35-1S-24-0961-000C-0420,24 OAKDALE RD,1/21/2022,0,Unqualified,3600,2134,0,4,1970,1613,35-1S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,06-2N-23-1151-0000-0280,900 PEORIA CT S,1/21/2022,240000,Qualified,3600,2386,0,3,2016,1557,6-2N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,04-2N-23-5025-0000-1170,314 SKYLINE CIR,1/21/2022,2000,Unqualified,3600,1463,0,1,1989,2014,4-2N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-217B-0000-2124,900 GULF SHORE DR 2124,1/21/2022,765000,Qualified,3601,1015,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,16-3N-24-0000-0004-0010,1694 PICKENS CIR,1/20/2022,225000,Qualified,3600,3192,1,1,1994,1404,16-3N-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,17-4N-24-0000-0006-0010,1450 SKY RANCH DR,1/20/2022,377000,Qualified,3600,3036,1,1,2009,2080,17-4N-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,23-1S-22-2762-000B-0380,627 ROSEWOOD WAY,1/20/2022,519900,Qualified,3599,4740,0,14,1986,2290,23-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,27-3N-23-1777-0000-0260,517 MARY LOU WAY,1/20/2022,460900,Qualified,3600,1596,0,3,2022,3008,27-3N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,07-1S-22-0000-0037-0020,307 BAYSHORE DR,1/20/2022,1220000,Qualified,3600,1736,0,6,2021,3311,7-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-3N-23-2270-0001-0080,152 JUNE CT,1/20/2022,154000,Qualified,3600,797,0,3,2008,1036,9-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,10-2N-24-0000-0002-112B,MOON RD,1/20/2022,100,Unqualified,3600,4936,1,1,,,10-2N-24,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,05-2S-23-2080-0084-0070,33 8TH AVE,1/20/2022,540000,Qualified,3600,3425,0,12,2021,2542,5-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-1050-0011-0321,4040 DANCING CLOUD CT 321,1/20/2022,179900,Qualified,3600,435,0,9,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,17-1S-22-4004-000E-0140,317 SABAL PALM DR,1/20/2022,499900,Qualified,3601,3837,0,6,2015,2191,17-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,03-2S-24-1790-0002-0030,101 LANG RD,1/20/2022,350000,Unqualified,3599,4823,0,12,1997,5000,3-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,01-2S-24-0790-000K-0190,23 WOODHAM AVE,1/20/2022,280000,Qualified,3601,2375,0,12,1995,1288,1-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,02-2S-24-2650-0000-0030,2196 OPAL CT,1/20/2022,359900,Qualified,3600,1637,0,12,2010,1525,2-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,04-2S-23-1435-0003-0020,31 PEBBLE BEACH DR,1/20/2022,493000,Qualified,3600,2086,0,12,2010,2650,4-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,04-3N-23-1845-0003-0050,2900 PANSY AVE,1/20/2022,50000,Unqualified,3600,3454,0,1,2005,1664,4-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-2S-24-3032-000A-0310,810 OVERBROOK DR,1/20/2022,100,Unqualified,3603,2793,0,12,1987,2275,9-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,15-2S-25-0000-0011-0150,805 HILL TOP RD,1/20/2022,60500,Qualified,3600,711,0,21,,,15-2S-25,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,25-4N-23-0000-0010-0010,3542 AUBURN RD,1/20/2022,172000,Qualified,3600,807,1,1,1981,1072,25-4N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,27-3N-23-054D-0000-0090,4780 BALBOA RD,1/20/2022,100,Unqualified,3600,83,0,1,2003,1536,27-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,31-3N-23-441B-0001-0260,352 APPLE DR,1/20/2022,225000,Qualified,3600,1284,0,3,1999,1220,31-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-2301-0000-0404,15100 EMERALD COAST PKY 404,1/20/2022,705000,Qualified,3599,4411,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-2311-0001-1016,4203 INDIAN BAYOU TRL 11016,1/20/2022,425000,Qualified,3600,2313,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-306A-0000-0250,85 SUNFISH ST,1/20/2022,1125000,Qualified,3600,2370,0,10,1997,1816,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-2186-000F-0520,512 OSCEOLA DR,1/20/2022,3209000,Qualified,3600,1616,0,10,1992,6194,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-2400-0000-A115,1110 SANTA ROSA BLVD A115,1/20/2022,559900,Qualified,3601,4460,0,13,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,02-4N-23-0000-0003-0050,6945 LUKE LN,1/20/2022,60000,Qualified,3600,4038,1.77,1,,,2-4N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,02-4N-23-0000-0003-0060,6953 LUKE LN,1/20/2022,60000,Qualified,3600,4038,1.94,1,,,2-4N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,23-2S-24-401A-0000-A110,214 MIRACLE STRIP PKWY A110,1/20/2022,170000,Unqualified,3600,3207,0,4,,,23-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,05-1S-22-256F-0043-0080,1507 VALPARAISO BLVD,1/20/2022,395000,Qualified,3600,1259,0,6,2013,1905,5-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,04-5N-22-0000-0018-0010,8159 GREEN ST,1/20/2022,100,Unqualified,3601,3687,3.24,17,1990,644,4-5N-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-2500-0000-0203,970 HWY 98 E 203,1/20/2022,490000,Qualified,3600,1082,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,16-2S-25-4544-000A-0070,1012 QUAIL HOLLOW DR,1/20/2022,300000,Qualified,3601,3534,0,21,1986,1333,16-2S-25,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,17-3N-23-2490-0113-004C,755 BARROW ST,1/20/2022,140000,Qualified,3600,115,0,3,1990,864,17-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,17-4N-24-0000-0006-0020,SKY RANCH DR,1/20/2022,377000,Qualified,3600,3036,1,1,,,17-4N-24,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,18-2S-23-080I-0014-0120,77 LAURIE DR NE,1/20/2022,100,Unqualified,3600,2327,0,4,1957,1894,18-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,21-1S-22-0000-0002-0090,160 LANMAN RD,1/20/2022,100,Unqualified,3600,4796,0,6,1980,2071,21-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,27-1S-24-0000-0030-0010,117 NORTHERN PINE RD,1/20/2022,685000,Qualified,3601,2489,0,12,2020,3120,27-1S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,31-3N-23-441A-0001-0060,412 APPLE DR,1/20/2022,213500,Qualified,3600,3062,0,3,1989,1114,31-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,35-3N-24-1001-000M-0070,520 VALE LOOP,1/20/2022,0,Unqualified,3603,3701,0,3,2019,3000,35-3N-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-0626-0000-0040,COMMERCE DR,1/20/2022,250000,Unqualified,3599,3989,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,17-2S-24-4862-000B-0070,142 SCOTTSDALE DR,1/20/2022,365000,Qualified,3605,1601,0,5,1985,2019,17-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,23-4N-23-0000-0004-0070,3253 AUDREY DR,1/20/2022,100,Unqualified,3609,979,2.75,1,1983,1272,23-4N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-0580-0006-0030,3167 HWY 98 E,1/20/2022,660000,Unqualified,3614,2589,0,10,1990,1854,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,18-2S-23-080I-0007-0530,36 BAY DR NE,1/19/2022,334500,Qualified,3600,1584,0,4,1956,2088,18-2S-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,23-1S-22-254A-0000-0280,4479 TURNBERRY PL,1/19/2022,505000,Qualified,3601,2858,0,14,1995,2874,23-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,23-4N-23-1500-000B-0230,3346 CITRINE CIR,1/19/2022,100,Unqualified,3600,1735,0,1,2011,2180,23-4N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,27-1S-22-2409-0000-0480,4335 SUNSET BEACH CIR,1/19/2022,0,Unqualified,3601,1573,0,14,2000,2427,27-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,27-3N-23-1445-000A-0020,4821 PRIMROSE ST,1/19/2022,100,Unqualified,3603,2685,0,1,2016,1736,27-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,08-3N-23-0401-0000-0090,378 BRACKIN ST,1/19/2022,212000,Qualified,3600,57,0,3,1999,1046,8-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-4201-0017-00Q4,940 HWY 98 E 102,1/19/2022,450000,Qualified,3599,4673,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,31-4N-23-0000-0003-001A,6096 OLD BETHEL RD,1/19/2022,210000,Qualified,3599,4802,0,3,1987,1331,31-4N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,34-1S-24-1730-0000-00D0,906 MAR WALT DR,1/19/2022,130000,Qualified,3601,3608,0,12,,,34-1S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,35-1S-24-0000-0020-0000,607 DOVE RD,1/19/2022,100,Unqualified,3599,2343,0,12,1966,1755,35-1S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,35-1S-24-0960-000A-0320,64 LINWOOD RD,1/19/2022,392000,Qualified,3599,3848,0,4,1966,1636,35-1S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,18-3N-23-1261-000B-0140,149 CABANA WAY,1/19/2022,100,Unqualified,3607,4995,0,3,2005,1320,18-3N-23,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,06-2N-25-0000-0006-0000,BRYANT BRIDGE CTO,1/19/2022,0,Unqualified,3599,2798,19.89,1,,,6-2N-25,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-1S-22-2140-000B-0060,1708 27TH ST,1/19/2022,100,Unqualified,3600,4006,0,15,1962,1296,9-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,09-2N-25-0000-0023-0000,LOG LAKE RD,1/19/2022,0,Unqualified,3599,2798,10,1,,,9-2N-25,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,10-2S-24-2410-0004-0080,613 SUNSET BLVD W,1/19/2022,340000,Qualified,3602,1613,0,12,1982,1561,10-2S-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,12-3N-24-1101-000B-0080,2282 LEWIS ST,1/19/2022,100,Unqualified,3604,4651,0,1,2014,1584,12-3N-24,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,15-1S-22-2117-0000-1010,1427 WILLIAM FAULKNER DR,1/19/2022,100,Unqualified,3601,791,0,14,2002,2541,15-1S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-2770-0000-0040,,1/19/2022,208800,Qualified,3600,850,0,1,,,33-3N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-2770-0000-0460,4664 HONOR GUARD WAY,1/19/2022,325800,Qualified,3600,22,0,1,2022,1830,33-3N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-2770-0000-1290,1109 SHOAL RIVER DR,1/19/2022,208800,Qualified,3600,850,0,1,,,33-3N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,33-3N-23-2770-0000-1300,1105 SHOAL RIVER DR,1/19/2022,208800,Qualified,3600,850,0,1,,,33-3N-23,Land Only
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-22-2861-0000-0211,1751 SCENIC HWY 98 E 211,1/19/2022,410000,Qualified,3600,84,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-1fa5d603772e4e17acd2c8978f10beff.csv,00-2S-24-1280-0000-0609,770 SUNDIAL CT 609,1/19/2022,525000,Qualified,3599,4136,0,13,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,04-3N-23-1845-0002-0030,2896 2ND AVE NE,2/1/2022,0,Unqualified,3602,843,0,1,1956,1701,4-3N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,10-2S-24-202C-0000-A115,210 PELHAM RD 115A,2/16/2022,50000,Unqualified,3607,4896,0,12,,,10-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-1700-0000-0802,10 HARBOR BLVD 802,2/9/2022,39000,Unqualified,3603,3081,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,06-3N-24-0000-0003-0010,5750 HWY 4,2/4/2022,157000,Qualified,3603,1412,0,1,1965,900,6-3N-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,06-3N-24-0000-0004-0000,5752 HWY 4,2/4/2022,157000,Qualified,3603,1412,0,1,,,6-3N-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,03-2S-24-0900-0006-001B,716 BAYOU VIEW DR,2/9/2022,100,Unqualified,3603,2921,0,12,1977,1413,3-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,24-3N-22-2550-0005-0040,DOVE WAY,2/7/2022,2200,Unqualified,3603,4336,0,1,,,24-3N-22,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,09-1S-22-0730-0005-0090,2440 DUNCAN DR,2/18/2022,450000,Qualified,3606,4059,0,6,1975,2464,9-1S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-5330-0000-0170,212 TWIN LAKES LN,2/1/2022,0,Unqualified,3602,192,0,10,2002,1544,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,31-3N-23-1303-0000-0080,485 JILLIAN DR,2/3/2022,207000,Qualified,3603,1059,0,3,2005,1851,31-3N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,04-2S-23-1435-0002-0030,20 LAKE LORRAINE CIR,2/8/2022,0,Unqualified,3603,3223,0,12,1978,2151,4-2S-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,05-2N-23-2323-000E-0240,4261 ANTIOCH RD,2/10/2022,195000,Qualified,3604,155,0,3,1992,1799,5-2N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,10-3N-23-0000-0004-0630,3091 CRAIG TER,2/14/2022,100,Unqualified,3614,2134,0,1,1993,1763,10-3N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-24-2710-0000-0231,240 GULF SHORE DR 231,2/1/2022,825000,Qualified,3602,1663,0,10,,,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,21-3N-24-0000-0009-0040,1729 DADS RD,2/1/2022,100,Unqualified,3605,3702,0.96,1,1980,658,21-3N-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,12-3N-24-0200-0000-0050,187 MARY LN,2/1/2022,0,Unqualified,3602,807,0,1,2003,1198,12-3N-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,21-3N-24-0000-0009-0030,1725 DADS RD,2/1/2022,100,Unqualified,3605,3702,0.93,1,1973,1344,21-3N-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-2057-0000-1040,4507 FURLING LN 104,2/18/2022,330000,Qualified,3605,3403,0,9,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,24-2S-24-0000-0131-0000,189 BROOKS ST,2/3/2022,100,Unqualified,3606,377,0,4,1970,1440,24-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-24-0000-0025-0060,32 GULF BREEZE CT,2/22/2022,640000,Qualified,3607,2275,0,10,,,00-2S-24,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,11-1S-22-2001-0000-0110,1228 ELDERFLOWER DR,2/14/2022,128000,Unqualified,3604,2649,0,6,,,11-1S-22,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,12-1S-23-253A-0003-0190,256 CHICAGO AVE,2/4/2022,380000,Unqualified,3604,2039,0,8,1980,3420,12-1S-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,34-1S-24-1400-0000-0040,1030 ARTHUR ASHE CT,2/25/2022,377000,Qualified,3606,4854,0,12,1997,1862,34-1S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,31-3N-23-441B-0001-0270,357 APPLE DR,2/4/2022,178400,Qualified,3604,3213,0,3,1998,1346,31-3N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,13-2S-24-195D-0004-0050,127 CALIFORNIA DR,2/22/2022,70000,Unqualified,3606,3043,0,4,1956,1012,13-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-2140-0000-0030,220 ANN CIR 3,2/17/2022,101400,Qualified,3605,439,0,10,1984,1200,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,18-2S-23-080D-000E-0110,28 CHOCTAWHATCHEE RD,2/1/2022,0,Unqualified,3602,910,0,4,1950,2362,18-2S-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,10-1S-22-5007-0000-001A,2716 EDGEWATER DR,2/15/2022,100,Unqualified,3605,1665,0,15,,,10-1S-22,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-24-2187-0000-0050,415 GULF SHORE DR 5,2/9/2022,100,Unqualified,3603,4332,0,10,1973,1659,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-0400-0000-1530,87 CAYMAN CV,2/2/2022,100,Unqualified,3605,225,0,10,1994,2158,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-0400-0000-1530,87 CAYMAN CV,2/15/2022,690000,Qualified,3605,231,0,10,1994,2158,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-1008-0000-0B90,258 DIAMOND CV,2/11/2022,100,Unqualified,3605,690,0,9,2006,1756,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,28-4N-22-2060-0022-0000,CHRISTOPHER LN,2/10/2022,14000,Qualified,3604,800,2.96,1,,,28-4N-22,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,28-4N-22-2060-0034-0000,CHRISTOPHER LN,2/10/2022,14000,Qualified,3604,800,3,1,,,28-4N-22,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-24-2186-000F-0940,1 NORRIEGO RD,2/28/2022,100,Unqualified,3607,3096,0,10,1974,1871,00-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,12-3N-24-0000-0015-0000,82 OLD MILLIGAN RD,2/14/2022,100,Unqualified,3604,3907,0,1,1970,1224,12-3N-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,05-2S-23-2080-0014-0040,9 TALL PINE TRL,2/2/2022,0,Unqualified,3602,2674,0,12,1999,1543,5-2S-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,05-2S-23-2080-0014-0040,9 TALL PINE TRL,2/24/2022,185000,Qualified,3607,469,0,12,1999,1543,5-2S-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,21-2S-25-192A-000C-0150,903 NORMA CT,2/15/2022,0,Unqualified,3605,2014,0,21,1988,1634,21-2S-25,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,17-3N-23-2490-0113-0050,598 HATHAWAY ST N,2/18/2022,3000,Qualified,3605,1685,0,3,,,17-3N-23,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,22-3N-23-0000-0005-002A,3300 CHESTNUT AVE E,2/4/2022,100,Unqualified,3602,3948,1.49,1,1980,700,22-3N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,05-2S-23-2675-0000-0030,72 6TH ST,2/18/2022,0,Unqualified,3605,3861,0,12,1986,1245,5-2S-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,04-3N-23-3000-000C-0200,208 FORREST PKWY,2/9/2022,100,Unqualified,3604,148,0,1,1975,1430,4-3N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,00-2S-22-3075-0000-1580,1085 HWY 98 E 158,2/8/2022,1000,Unqualified,3603,3078,0,10,,,00-2S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,24-4N-23-0000-0001-002A,,2/24/2022,35000,Qualified,3607,363,1,1,,,24-4N-23,Land Only
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,23-2S-24-401A-0000-A214,214 MIRACLE STRIP PKWY A214,2/22/2022,220000,Qualified,3609,325,0,4,,,23-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,13-2S-24-1910-0319-0000,205 1ST ST,2/4/2022,400000,Qualified,3603,4859,0,4,1936,1452,13-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,13-2S-24-1910-0321-0000,201 1ST ST,2/4/2022,400000,Qualified,3603,4859,0,4,1954,528,13-2S-24,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,26-1S-22-461E-0000-0100,4400 WINDRUSH DR,2/11/2022,100,Unqualified,3613,2,0,14,1992,3450,26-1S-22,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,33-3N-23-305A-0000-0080,110 OAKMONT DR,2/24/2022,160000,Qualified,3607,1161,0,1,1987,1430,33-3N-23,Land With Building
OkaloosaCountyFL-20220522-46675f8444b94498a45d00259837e88e.csv,05-3N-22-0000-0004-0120,5744 RYAN RD,2/3/2022,15000,Qualified,3608,3542,4.67,1,,,5-3N-22,Land Only
